Year,Outperformed?,Interest Rate (Federal Funds Effective Rate),CPI,UnemploymentRate,GDPGrowthRate,GICS Sector,GICS Sub-Industry,Founded,Gender,CEO Transition,Tenure Bucket,HQ_US_State_or_Country,Salary_Bucket
2016,0,0.34,1.3,4.9,1.8,Consumer Staples,Packaged Foods & Meats,2012,F,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Consumer Staples,Packaged Foods & Meats,2012,F,0.0,5 to 10 years,Illinois,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Staples,Packaged Foods & Meats,2012,M,1.0,<= 2 years,Illinois,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Consumer Staples,Packaged Foods & Meats,2012,M,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Staples,Packaged Foods & Meats,2012,M,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Staples,Packaged Foods & Meats,2012,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Consumer Staples,Packaged Foods & Meats,2012,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Staples,Packaged Foods & Meats,2012,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Health Care Equipment,1949,M,0.0,5 to 10 years,Ireland,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Health Care Equipment,1949,M,0.0,2 to 5 years,Ireland,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Health Care Equipment,1949,M,0.0,5 to 10 years,Ireland,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Health Care Equipment,1949,M,0.0,5 to 10 years,Ireland,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Health Care Equipment,1949,M,0.0,5 to 10 years,Ireland,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Health Care Equipment,1949,M,1.0,<= 2 years,Ireland,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Health Care Equipment,1949,M,0.0,<= 2 years,Ireland,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Health Care,Health Care Equipment,1949,M,0.0,<= 2 years,Ireland,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Health Care Equipment,1949,M,0.0,2 to 5 years,Ireland,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Life & Health Insurance,1868,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Life & Health Insurance,1868,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Financials,Life & Health Insurance,1868,M,0.0,5 to 10 years,New York,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Life & Health Insurance,1868,M,0.0,5 to 10 years,New York,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Financials,Life & Health Insurance,1868,M,1.0,<= 2 years,New York,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Life & Health Insurance,1868,M,0.0,<= 2 years,New York,"(15000000, 20000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Life & Health Insurance,1868,M,0.0,<= 2 years,New York,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Life & Health Insurance,1868,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Life & Health Insurance,1868,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Communication Services,Interactive Media & Services,2004,M,0.0,2 to 5 years,California,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Communication Services,Interactive Media & Services,2004,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2017,1,0.65,2.1,4.4,2.5,Communication Services,Interactive Media & Services,2004,M,0.0,2 to 5 years,California,"(25000000, 50000000]"
2018,0,1.41,2.4,3.9,3.0,Communication Services,Interactive Media & Services,2004,M,0.0,2 to 5 years,California,"(25000000, 50000000]"
2019,1,2.4,1.8,3.7,2.5,Communication Services,Interactive Media & Services,2004,M,0.0,2 to 5 years,California,"(25000000, 50000000]"
2020,1,1.55,1.2,8.1,-2.2,Communication Services,Interactive Media & Services,2004,M,0.0,5 to 10 years,California,"(25000000, 50000000]"
2021,0,0.09,4.7,5.4,5.8,Communication Services,Interactive Media & Services,2004,M,0.0,5 to 10 years,California,"(25000000, 50000000]"
2022,0,0.08,8.0,3.6,1.9,Communication Services,Interactive Media & Services,2004,M,0.0,5 to 10 years,California,"(25000000, 50000000]"
2023,1,4.33,3.2,3.5,2.5,Communication Services,Interactive Media & Services,2004,M,0.0,5 to 10 years,California,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,5 to 10 years,Nevada,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,5 to 10 years,Nevada,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,5 to 10 years,Nevada,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,10+ years,Nevada,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,10+ years,Nevada,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Discretionary,Casinos & Gaming,1986,M,1.0,<= 2 years,Nevada,"(15000000, 20000000]"
2021,1,0.09,4.7,5.4,5.8,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,<= 2 years,Nevada,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,<= 2 years,Nevada,"(15000000, 20000000]"
2023,1,4.33,3.2,3.5,2.5,Consumer Discretionary,Casinos & Gaming,1986,M,0.0,2 to 5 years,Nevada,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Discretionary,Home Furnishings,1878,M,0.0,2 to 5 years,Georgia,"(0, 5000000]"
2016,0,0.34,1.3,4.9,1.8,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2021,1,0.09,4.7,5.4,5.8,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2022,0,0.08,8.0,3.6,1.9,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Discretionary,Home Furnishings,1878,M,0.0,10+ years,Georgia,"(0, 5000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,10+ years,Maryland,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Consumer Staples,Packaged Foods & Meats,1889,M,1.0,<= 2 years,Maryland,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,<= 2 years,Maryland,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,<= 2 years,Maryland,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,2 to 5 years,Maryland,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,2 to 5 years,Maryland,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,2 to 5 years,Maryland,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,5 to 10 years,Maryland,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Staples,Packaged Foods & Meats,1889,M,0.0,5 to 10 years,Maryland,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Financials,Financial Exchanges & Data,2000,M,0.0,5 to 10 years,New York,"(5000000, 10000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Financial Exchanges & Data,2000,M,0.0,10+ years,New York,"(5000000, 10000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Financial Exchanges & Data,2000,M,0.0,10+ years,New York,"(5000000, 10000000]"
2018,1,1.41,2.4,3.9,3.0,Financials,Financial Exchanges & Data,2000,M,0.0,10+ years,New York,"(5000000, 10000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Financial Exchanges & Data,2000,M,0.0,10+ years,New York,"(5000000, 10000000]"
2020,1,1.55,1.2,8.1,-2.2,Financials,Financial Exchanges & Data,2000,M,0.0,10+ years,New York,"(5000000, 10000000]"
2021,0,0.09,4.7,5.4,5.8,Financials,Financial Exchanges & Data,2000,M,0.0,10+ years,New York,"(5000000, 10000000]"
2022,0,0.08,8.0,3.6,1.9,Financials,Financial Exchanges & Data,2000,M,0.0,10+ years,New York,"(5000000, 10000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Financial Exchanges & Data,2000,M,1.0,<= 2 years,New York,"(5000000, 10000000]"
2015,1,0.11,0.1,5.3,2.9,Materials,Construction Materials,1993,M,0.0,<= 2 years,North Carolina,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Materials,Construction Materials,1993,M,0.0,5 to 10 years,North Carolina,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Materials,Construction Materials,1993,M,0.0,5 to 10 years,North Carolina,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Materials,Construction Materials,1993,M,0.0,5 to 10 years,North Carolina,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Materials,Construction Materials,1993,M,0.0,5 to 10 years,North Carolina,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Materials,Construction Materials,1993,M,0.0,10+ years,North Carolina,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Materials,Construction Materials,1993,M,0.0,10+ years,North Carolina,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Materials,Construction Materials,1993,M,0.0,10+ years,North Carolina,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Materials,Construction Materials,1993,M,0.0,10+ years,North Carolina,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Insurance Brokers,1905,M,0.0,10+ years,New York,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Insurance Brokers,1905,M,0.0,2 to 5 years,New York,"(25000000, 50000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Insurance Brokers,1905,M,0.0,2 to 5 years,New York,"(25000000, 50000000]"
2018,1,1.41,2.4,3.9,3.0,Financials,Insurance Brokers,1905,M,0.0,2 to 5 years,New York,"(25000000, 50000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Insurance Brokers,1905,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Insurance Brokers,1905,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Insurance Brokers,1905,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Insurance Brokers,1905,M,1.0,<= 2 years,New York,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Insurance Brokers,1905,M,0.0,<= 2 years,New York,"(25000000, 50000000]"
2015,0,0.11,0.1,5.3,2.9,Industrials,Industrial Conglomerates,1902,M,0.0,<= 2 years,Minnesota,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Industrials,Industrial Conglomerates,1902,M,0.0,2 to 5 years,Minnesota,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Industrials,Industrial Conglomerates,1902,M,0.0,2 to 5 years,Minnesota,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Industrials,Industrial Conglomerates,1902,M,1.0,<= 2 years,Minnesota,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Industrials,Industrial Conglomerates,1902,M,0.0,<= 2 years,Minnesota,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Industrials,Industrial Conglomerates,1902,M,0.0,<= 2 years,Minnesota,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Industrials,Industrial Conglomerates,1902,M,0.0,2 to 5 years,Minnesota,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Industrials,Industrial Conglomerates,1902,M,0.0,2 to 5 years,Minnesota,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Industrials,Industrial Conglomerates,1902,M,0.0,2 to 5 years,Minnesota,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,5 to 10 years,California,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2020,1,1.55,1.2,8.1,-2.2,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,M,0.0,10+ years,California,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Staples,Tobacco,1985,M,0.0,10+ years,Virginia,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Consumer Staples,Tobacco,1985,M,0.0,2 to 5 years,Virginia,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Consumer Staples,Tobacco,1985,M,0.0,2 to 5 years,Virginia,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Staples,Tobacco,1985,M,1.0,<= 2 years,Virginia,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Staples,Tobacco,1985,M,0.0,<= 2 years,Virginia,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Staples,Tobacco,1985,M,1.0,<= 2 years,Virginia,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Staples,Tobacco,1985,M,0.0,<= 2 years,Virginia,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Consumer Staples,Tobacco,1985,M,0.0,<= 2 years,Virginia,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Staples,Tobacco,1985,M,0.0,2 to 5 years,Virginia,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Managed Health Care,1980,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Managed Health Care,1980,M,0.0,10+ years,California,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Health Care,Managed Health Care,1980,M,1.0,<= 2 years,California,"(20000000, 25000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Managed Health Care,1980,M,0.0,<= 2 years,California,"(20000000, 25000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Managed Health Care,1980,M,0.0,<= 2 years,California,"(20000000, 25000000]"
2020,1,1.55,1.2,8.1,-2.2,Health Care,Managed Health Care,1980,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2021,1,0.09,4.7,5.4,5.8,Health Care,Managed Health Care,1980,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Managed Health Care,1980,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Managed Health Care,1980,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2015,0,0.11,0.1,5.3,2.9,Materials,Fertilizers & Agricultural Chemicals,2011,M,1.0,<= 2 years,Florida,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,<= 2 years,Florida,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,<= 2 years,Florida,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,2 to 5 years,Florida,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,2 to 5 years,Florida,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,2 to 5 years,Florida,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,5 to 10 years,Florida,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,5 to 10 years,Florida,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Materials,Fertilizers & Agricultural Chemicals,2011,M,0.0,5 to 10 years,Florida,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Energy,Oil & Gas Refining & Marketing,2011,M,0.0,5 to 10 years,Ohio,"(20000000, 25000000]"
2016,0,0.34,1.3,4.9,1.8,Energy,Oil & Gas Refining & Marketing,2011,M,0.0,2 to 5 years,Ohio,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Energy,Oil & Gas Refining & Marketing,2011,M,0.0,5 to 10 years,Ohio,"(20000000, 25000000]"
2018,0,1.41,2.4,3.9,3.0,Energy,Oil & Gas Refining & Marketing,2011,M,0.0,5 to 10 years,Ohio,"(20000000, 25000000]"
2019,0,2.4,1.8,3.7,2.5,Energy,Oil & Gas Refining & Marketing,2011,M,0.0,5 to 10 years,Ohio,"(20000000, 25000000]"
2020,0,1.55,1.2,8.1,-2.2,Energy,Oil & Gas Refining & Marketing,2011,M,1.0,<= 2 years,Ohio,"(20000000, 25000000]"
2021,1,0.09,4.7,5.4,5.8,Energy,Oil & Gas Refining & Marketing,2011,M,1.0,<= 2 years,Ohio,"(20000000, 25000000]"
2022,1,0.08,8.0,3.6,1.9,Energy,Oil & Gas Refining & Marketing,2011,M,0.0,<= 2 years,Ohio,"(20000000, 25000000]"
2023,1,4.33,3.2,3.5,2.5,Energy,Oil & Gas Refining & Marketing,2011,M,0.0,2 to 5 years,Ohio,"(20000000, 25000000]"
2015,1,0.11,0.1,5.3,2.9,Information Technology,Semiconductors,1997,M,0.0,2 to 5 years,Washington,"(20000000, 25000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2018,1,1.41,2.4,3.9,3.0,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2020,1,1.55,1.2,8.1,-2.2,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2021,1,0.09,4.7,5.4,5.8,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2022,0,0.08,8.0,3.6,1.9,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Semiconductors,1997,M,0.0,10+ years,Washington,"(20000000, 25000000]"
2015,0,0.11,0.1,5.3,2.9,Health Care,Pharmaceuticals,1891,M,0.0,10+ years,New Jersey,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Health Care,Pharmaceuticals,1891,M,0.0,2 to 5 years,New Jersey,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Pharmaceuticals,1891,M,0.0,5 to 10 years,New Jersey,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Pharmaceuticals,1891,M,0.0,5 to 10 years,New Jersey,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Pharmaceuticals,1891,M,0.0,5 to 10 years,New Jersey,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Pharmaceuticals,1891,M,0.0,5 to 10 years,New Jersey,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Pharmaceuticals,1891,M,1.0,<= 2 years,New Jersey,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Pharmaceuticals,1891,M,0.0,<= 2 years,New Jersey,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Pharmaceuticals,1891,M,0.0,<= 2 years,New Jersey,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Health Care,Biotechnology,2010,M,0.0,2 to 5 years,Massachusetts,"(15000000, 20000000]"
2020,1,1.55,1.2,8.1,-2.2,Health Care,Biotechnology,2010,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2021,1,0.09,4.7,5.4,5.8,Health Care,Biotechnology,2010,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Health Care,Biotechnology,2010,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Biotechnology,2010,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Energy,Oil & Gas Exploration & Production,1887,M,0.0,10+ years,Texas,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Energy,Oil & Gas Exploration & Production,1887,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Energy,Oil & Gas Exploration & Production,1887,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Energy,Oil & Gas Exploration & Production,1887,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Energy,Oil & Gas Exploration & Production,1887,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Energy,Oil & Gas Exploration & Production,1887,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Energy,Oil & Gas Exploration & Production,1887,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Energy,Oil & Gas Exploration & Production,1887,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Energy,Oil & Gas Exploration & Production,1887,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Investment Banking & Brokerage,1935,M,0.0,10+ years,New York,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Investment Banking & Brokerage,1935,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Investment Banking & Brokerage,1935,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Investment Banking & Brokerage,1935,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Investment Banking & Brokerage,1935,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2020,1,1.55,1.2,8.1,-2.2,Financials,Investment Banking & Brokerage,1935,M,0.0,10+ years,New York,"(25000000, 50000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Investment Banking & Brokerage,1935,M,0.0,10+ years,New York,"(25000000, 50000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Investment Banking & Brokerage,1935,M,0.0,10+ years,New York,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Investment Banking & Brokerage,1935,M,0.0,10+ years,New York,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Financials,Financial Exchanges & Data,1969,M,0.0,10+ years,New York,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Financial Exchanges & Data,1969,M,0.0,10+ years,New York,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Financial Exchanges & Data,1969,M,0.0,10+ years,New York,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Financials,Financial Exchanges & Data,1969,M,0.0,10+ years,New York,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Financial Exchanges & Data,1969,M,0.0,10+ years,New York,"(10000000, 15000000]"
2020,1,1.55,1.2,8.1,-2.2,Financials,Financial Exchanges & Data,1969,M,0.0,10+ years,New York,"(10000000, 15000000]"
